Record Length,2.500000e+03,,  -0.000020000000,  -4.80000,
Sample Interval,2.000000e-07,,  -0.000019800000,  -4.80000,
Trigger Point,1.000000000000e+02,,  -0.000019600000,  -4.88000,
,,,  -0.000019400000,  -4.88000,
,,,  -0.000019200000,  -4.80000,
,,,  -0.000019000000,  -4.88000,
Source,CH1,,  -0.000018800000,  -4.80000,
Vertical Units,V,,  -0.000018600000,  -4.88000,
Vertical Scale,2.000000e+00,,  -0.000018400000,  -4.96000,
Vertical Offset,-8.000000e-01,,  -0.000018200000,  -4.88000,
Horizontal Units,s,,  -0.000018000000,  -4.88000,
Horizontal Scale,5.000000e-05,,  -0.000017800000,  -4.88000,
Pt Fmt,Y,,  -0.000017600000,  -4.88000,
Yzero,0.000000e+00,,  -0.000017400000,  -4.88000,
Probe Atten,1.000000e+01,,  -0.000017200000,  -4.88000,
Model Number,TDS2002C,,  -0.000017000000,  -4.88000,
Serial Number,C011897,,  -0.000016800000,  -4.88000,
Firmware Version,FV:v24.09,,  -0.000016600000,  -4.88000,
,,,-00.000016400000,  -4.88000,
,,,-00.000016200000,  -4.96000,
,,,-00.000016000000,  -4.88000,
,,,-00.000015800000,  -4.80000,
,,,-00.000015600000,  -4.80000,
,,,-00.000015400000,  -4.80000,
,,,-00.000015200000,  -4.88000,
,,,-00.000015000000,  -4.80000,
,,,-00.000014800000,  -4.88000,
,,,-00.000014600000,  -4.96000,
,,,-00.000014400000,  -4.80000,
,,,-00.000014200000,  -4.88000,
,,,-00.000014000000,  -4.88000,
,,,-00.000013800000,  -4.88000,
,,,-00.000013600000,  -4.96000,
,,,-00.000013400000,  -4.88000,
,,,-00.000013200000,  -4.88000,
,,,-00.000013000000,  -4.88000,
,,,-00.000012800000,  -4.88000,
,,,-00.000012600000,  -4.80000,
,,,-00.000012400000,  -4.96000,
,,,-00.000012200000,  -4.96000,
,,,-00.000012000000,  -4.80000,
,,,-00.000011800000,  -4.88000,
,,,-00.000011600000,  -4.88000,
,,,-00.000011400000,  -4.96000,
,,,-00.000011200000,  -4.88000,
,,,-00.000011000000,  -4.80000,
,,,-00.000010800000,  -4.80000,
,,,-00.000010600000,  -4.88000,
,,,-00.000010400000,  -4.88000,
,,,-00.000010200000,  -4.80000,
,,,-00.000010000000,  -4.96000,
,,,-00.000009800000,  -4.88000,
,,,-00.000009600000,  -4.88000,
,,,-00.000009400000,  -4.88000,
,,,-00.000009200000,  -4.88000,
,,,-00.000009000000,  -4.88000,
,,,-00.000008800000,  -4.88000,
,,,-00.000008600000,  -4.88000,
,,,-00.000008400000,  -4.88000,
,,,-00.000008200000,  -4.80000,
,,,-00.000008000000,  -4.88000,
,,,-00.000007800000,  -4.88000,
,,,-00.000007600000,  -4.88000,
,,,-00.000007400000,  -4.88000,
,,,-00.000007200000,  -4.96000,
,,,-00.000007000000,  -4.80000,
,,,-00.000006800000,  -4.96000,
,,,-00.000006600000,  -4.88000,
,,,-00.000006400000,  -4.96000,
,,,-00.000006200000,  -4.80000,
,,,-00.000006000000,  -4.80000,
,,,-00.000005800000,  -4.80000,
,,,-00.000005600000,  -4.88000,
,,,-00.000005400000,  -4.80000,
,,,-00.000005200000,  -4.88000,
,,,-00.000005000000,  -4.80000,
,,,-00.000004800000,  -4.80000,
,,,-00.000004600000,  -4.88000,
,,,-00.000004400000,  -4.88000,
,,,-00.000004200000,  -4.96000,
,,,-00.000004000000,  -4.88000,
,,,-00.000003800000,  -4.96000,
,,,-00.000003600000,  -4.88000,
,,,-00.000003400000,  -4.88000,
,,,-00.000003200000,  -4.96000,
,,,-00.000003000000,  -4.88000,
,,,-00.000002800000,  -4.88000,
,,,-00.000002600000,  -4.80000,
,,,-00.000002400000,  -4.88000,
,,,-00.000002200000,  -4.88000,
,,,-00.000002000000,  -4.88000,
,,,-00.000001800000,  -4.88000,
,,,-00.000001600000,  -4.88000,
,,,-00.000001400000,  -4.88000,
,,,-00.000001200000,  -4.88000,
,,,-00.000001000000,  -4.88000,
,,,-00.000000800000,  -4.96000,
,,,-00.000000600000,  -4.80000,
,,,-00.000000400000,  -4.96000,
,,,-00.000000200000,  -4.88000,
,,,-00.000000000000,  -4.80000,
,,,00.000000200000,  -4.96000,
,,,00.000000400000,  -4.88000,
,,,00.000000600000,  -4.88000,
,,,00.000000800000,  -4.88000,
,,,00.000001000000,  -4.80000,
,,,00.000001200000,  -4.80000,
,,,00.000001400000,  -4.88000,
,,,00.000001600000,  -4.88000,
,,,00.000001800000,  -4.88000,
,,,00.000002000000,  -4.80000,
,,,00.000002200000,  -4.88000,
,,,00.000002400000,  -4.88000,
,,,00.000002600000,  -4.88000,
,,,00.000002800000,  -4.88000,
,,,00.000003000000,  -4.88000,
,,,00.000003200000,  -4.88000,
,,,00.000003400000,  -4.96000,
,,,00.000003600000,  -4.88000,
,,,00.000003800000,  -4.80000,
,,,00.000004000000,  -4.80000,
,,,00.000004200000,  -4.88000,
,,,00.000004400000,  -4.88000,
,,,00.000004600000,  -4.88000,
,,,00.000004800000,  -4.80000,
,,,00.000005000000,  -4.72000,
,,,00.000005200000,  -4.96000,
,,,00.000005400000,  -4.88000,
,,,00.000005600000,  -4.80000,
,,,00.000005800000,  -4.80000,
,,,00.000006000000,  -4.96000,
,,,00.000006200000,  -4.96000,
,,,00.000006400000,  -4.88000,
,,,00.000006600000,  -4.88000,
,,,00.000006800000,  -4.88000,
,,,00.000007000000,  -4.88000,
,,,00.000007200000,  -4.80000,
,,,00.000007400000,  -4.88000,
,,,00.000007600000,  -4.88000,
,,,00.000007800000,  -4.88000,
,,,00.000008000000,  -4.88000,
,,,00.000008200000,  -4.80000,
,,,00.000008400000,  -4.96000,
,,,00.000008600000,  -4.80000,
,,,00.000008800000,  -4.80000,
,,,00.000009000000,  -4.88000,
,,,00.000009200000,  -4.80000,
,,,00.000009400000,  -4.80000,
,,,00.000009600000,  -4.88000,
,,,00.000009800000,  -4.88000,
,,,00.000010000000,  -4.88000,
,,,00.000010200000,  -4.88000,
,,,00.000010400000,  -4.80000,
,,,00.000010600000,  -4.96000,
,,,00.000010800000,  -4.88000,
,,,00.000011000000,  -4.88000,
,,,00.000011200000,  -4.88000,
,,,00.000011400000,  -4.80000,
,,,00.000011600000,  -4.88000,
,,,00.000011800000,  -4.96000,
,,,00.000012000000,  -4.96000,
,,,00.000012200000,  -4.96000,
,,,00.000012400000,  -4.88000,
,,,00.000012600000,  -4.96000,
,,,00.000012800000,  -4.88000,
,,,00.000013000000,  -4.88000,
,,,00.000013200000,  -4.96000,
,,,00.000013400000,  -4.88000,
,,,00.000013600000,  -4.88000,
,,,00.000013800000,  -4.80000,
,,,00.000014000000,  -4.80000,
,,,00.000014200000,  -4.80000,
,,,00.000014400000,  -4.72000,
,,,00.000014600000,  -4.88000,
,,,00.000014800000,  -4.80000,
,,,00.000015000000,  -4.80000,
,,,00.000015200000,  -4.88000,
,,,00.000015400000,  -4.80000,
,,,00.000015600000,  -4.88000,
,,,00.000015800000,  -4.96000,
,,,00.000016000000,  -4.88000,
,,,00.000016200000,  -4.80000,
,,,00.000016400000,  -4.96000,
,,,00.000016600000,  -4.88000,
,,,00.000016800000,  -4.88000,
,,,00.000017000000,  -4.80000,
,,,00.000017200000,  -4.80000,
,,,00.000017400000,  -4.88000,
,,,00.000017600000,  -4.80000,
,,,00.000017800000,  -4.88000,
,,,00.000018000000,  -4.88000,
,,,00.000018200000,  -4.88000,
,,,00.000018400000,  -4.88000,
,,,00.000018600000,  -4.88000,
,,,00.000018800000,  -4.80000,
,,,00.000019000000,  -4.88000,
,,,00.000019200000,  -4.88000,
,,,00.000019400000,  -4.88000,
,,,00.000019600000,  -4.88000,
,,,00.000019800000,  -4.80000,
,,,00.000020000000,  -4.80000,
,,,00.000020200000,  -4.88000,
,,,00.000020400000,  -4.80000,
,,,00.000020600000,  -4.88000,
,,,00.000020800000,  -4.80000,
,,,00.000021000000,  -4.88000,
,,,00.000021200000,  -4.88000,
,,,00.000021400000,  -4.96000,
,,,00.000021600000,  -4.80000,
,,,00.000021800000,  -4.88000,
,,,00.000022000000,  -4.88000,
,,,00.000022200000,  -4.80000,
,,,00.000022400000,  -4.88000,
,,,00.000022600000,  -4.80000,
,,,00.000022800000,  -4.80000,
,,,00.000023000000,  -4.88000,
,,,00.000023200000,  -4.80000,
,,,00.000023400000,  -4.96000,
,,,00.000023600000,  -4.80000,
,,,00.000023800000,  -4.80000,
,,,00.000024000000,  -4.80000,
,,,00.000024200000,  -4.80000,
,,,00.000024400000,  -4.80000,
,,,00.000024600000,  -4.80000,
,,,00.000024800000,  -4.88000,
,,,00.000025000000,  -4.96000,
,,,00.000025200000,  -4.80000,
,,,00.000025400000,  -4.88000,
,,,00.000025600000,  -4.88000,
,,,00.000025800000,  -4.88000,
,,,00.000026000000,  -4.88000,
,,,00.000026200000,  -4.80000,
,,,00.000026400000,  -4.96000,
,,,00.000026600000,  -4.88000,
,,,00.000026800000,  -4.88000,
,,,00.000027000000,  -4.80000,
,,,00.000027200000,  -4.88000,
,,,00.000027400000,  -4.88000,
,,,00.000027600000,  -4.80000,
,,,00.000027800000,  -4.80000,
,,,00.000028000000,  -4.96000,
,,,00.000028200000,  -4.88000,
,,,00.000028400000,  -4.80000,
,,,00.000028600000,  -4.88000,
,,,00.000028800000,  -4.88000,
,,,00.000029000000,  -4.80000,
,,,00.000029200000,  -4.80000,
,,,00.000029400000,  -4.88000,
,,,00.000029600000,  -4.88000,
,,,00.000029800000,  -4.88000,
,,,00.000030000000,  -4.88000,
,,,00.000030200000,  -4.80000,
,,,00.000030400000,  -4.80000,
,,,00.000030600000,  -4.88000,
,,,00.000030800000,  -4.88000,
,,,00.000031000000,  -4.88000,
,,,00.000031200000,  -4.80000,
,,,00.000031400000,  -4.80000,
,,,00.000031600000,  -4.88000,
,,,00.000031800000,  -4.88000,
,,,00.000032000000,  -4.88000,
,,,00.000032200000,  -4.88000,
,,,00.000032400000,  -4.96000,
,,,00.000032600000,  -4.88000,
